web-scraper-order,web-scraper-start-url,big_figure_link,big_figure_link-href,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700781567-1827","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ursa Major","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-ursa-major-baf-wave-1-price-guide.php","Hologram Iron Man","https://www.actionfigure411.com/marvel/marvel-legends-ursa-major-hologram-iron-man-2101.php","Marvel Legends Hologram Iron Man Ursa Major Build A Figure","Marvel Legends Hologram Iron Man Ursa Major Build A Figure 
Ever the innovator, Tony Stark takes flight in holographic form, a computer-generated avatar and an enduring force for good. The clear blue Marvel Legends Comic Hologram Iron Man 6-Inch Action Figure includes alternate hands, blast effects. Includes Head to complete Ursa Major Build A Figure.","/marvel/images/thumbs/hologram-iron-man-2101.jpg","C$27.40","C$26.15","C$24.03"
"1700781569-1828","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ursa Major","https://www.actionfigure411.com/marvel/marvel-legends-iron-man-ursa-major-baf-wave-1-price-guide.php","Darkstar","https://www.actionfigure411.com/marvel/marvel-legends-ursa-major-darkstar-2100.php","Marvel Legends Darkstar Ursa Major Build A Figure","Marvel Legends Darkstar Ursa Major Build A Figure 
Drafted as a Soviet operative on a nefarious mission, Laynia Petrovna eventually broke free from the system and began to use her super-secret skills to her own ends. Includes Torso to complete Ursa Major Build A Figure.","/marvel/images/thumbs/darkstar-2100.jpg","C$27.40","C$24.31","C$25.08"
"1700781575-1829","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-ant-man-ultron-baf-wave-1-price-guide.php","Wasp","https://www.actionfigure411.com/marvel/marvel-legends-ultron-wasp-471.php","Marvel Legends Wasp Ultron Build A Figure","Marvel Legends Wasp Ultron Build A Figure 
Hank Pym's particles allow any user to grow or shrink with just 1 dose! Although she's capable of storming into battle as a hundred-foot giant, Janet van Dyne prefers to flit through the fight at insect scale. Many villains have underestimated the Wasp, but few have escaped the excruciating blast of her sting! Includes torso of BAF Ultron.","/marvel/images/thumbs/wasp-471.jpg","C$27.40","C$28.77","C$24.93"
"1700781577-1830","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-ant-man-ultron-baf-wave-1-price-guide.php","Tiger Shark","https://www.actionfigure411.com/marvel/marvel-legends-ultron-tiger-shark-468.php","Marvel Legends Tiger Shark Ultron Build A Figure","Marvel Legends Tiger Shark Ultron Build A Figure 
After the accident, champion swimmer Todd Arliss became a savage, razor-toothed predator. Includes arm to assemble Ultron BAF","/marvel/images/thumbs/tiger-shark-468.jpg","C$27.40","C$36.72","C$30.14"
"1700781580-1831","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-ant-man-ultron-baf-wave-1-price-guide.php","Grim Reaper","https://www.actionfigure411.com/marvel/marvel-legends-ultron-grim-reaper-470.php","Marvel Legends Grim Reaper Ultron Build A Figure","Marvel Legends Grim Reaper Ultron Build A Figure 
Feeding on despair, Eric Williams ushers enemies to their demise with his life-draining scythe. Includes leg to build a figure Ultron.","/marvel/images/thumbs/grim-reaper-470.jpg","C$27.40","C$35.96","C$32.20"
"1700781582-1832","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-ant-man-ultron-baf-wave-1-price-guide.php","Giant Man","https://www.actionfigure411.com/marvel/marvel-legends-ultron-giant-man-473.php","Marvel Legends Giant Man Ultron Build A Figure","Marvel Legends Giant Man Ultron Build A Figure 
Able to change from 60-foot goliath to insect-sized hero, Henry Pym has unlocked power that will change the world. Includes leg of BAF Ultron.","/marvel/images/thumbs/giant-man-473.jpg","C$27.40","C$38.09","C$34.55"
"1700781584-1833","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-ant-man-ultron-baf-wave-1-price-guide.php","Bulldozer","https://www.actionfigure411.com/marvel/marvel-legends-ultron-bulldozer-472.php","Marvel Legends Bulldozer Ultron Build A Figure","Marvel Legends Bulldozer Ultron Build A Figure 
Disgruntled criminal Henry Camp joined forces with the Wrecker and became the hero-crushing Bulldozer. Includes arm of Ultron for build a figure.","/marvel/images/thumbs/bulldozer-472.jpg","C$27.40","C$39.88","C$35.29"
"1700781586-1834","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-ant-man-ultron-baf-wave-1-price-guide.php","Ant Man","https://www.actionfigure411.com/marvel/marvel-legends-ultron-ant-man-469.php","Marvel Legends Ant Man Ultron Build A Figure","Marvel Legends Ant Man Ultron Build A Figure 
Using Hank Pym's proprietary technology, Scott Lang shrinks to become the half-inch Super Hero Ant-Man. Includes the head of Ultron BAF.","/marvel/images/thumbs/ant-man-469.jpg","C$27.39","C$35.82","C$32.89"
"1700781591-1835","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Wolverine","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-wolverine-1614.php","Marvel Legends Wolverine Tri Sentinel Build A Figure","Marvel Legends Wolverine Tri Sentinel Build A Figure 
With adamantium claws unleashed, Wolverine is prepared to make the ultimate sacrifice in the fight for freedom for all mutants. Does not include a BAF part.","/marvel/images/thumbs/wolverine-1614.jpg","C$30.14","C$34.05","C$27.52"
"1700781593-1836","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Tri Sentinel (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-tri-sentinel-baf-1613.php","Marvel Legends Tri Sentinel (BAF) Tri Sentinel Build A Figure","Marvel Legends Tri Sentinel (BAF) Tri Sentinel Build A Figure 
Tri Sentinel Build a Figure from the X-Men movies.","/marvel/images/thumbs/tri-sentinel-baf-1613.jpg","Marvel","C$54.15","C$51.12"
"1700781595-1837","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Professor X","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-professor-x-1606.php","Marvel Legends Professor X Tri Sentinel Build A Figure","Marvel Legends Professor X Tri Sentinel Build A Figure 
Xavier reveals his master plan … one that will bring mutants out of humankind’s shadow and once again into the light. Includes left arm to complete Tri Sentinel Build a Figure.","/marvel/images/thumbs/professor-x-1606.jpg","C$30.14","C$16.43","C$13.71"
"1700781597-1838","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Omega Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-omega-sentinel-1611.php","Marvel Legends Omega Sentinel Tri Sentinel Build A Figure","Marvel Legends Omega Sentinel Tri Sentinel Build A Figure 
Harnessing the power of enhanced sensors, flight, and nanite regeneration, Omega Sentinel dispatches enemies with ease. Includes torso to complete Tri Sentinel Build a Figure.","/marvel/images/thumbs/omega-sentinel-1611.jpg","C$30.14","C$20.39","C$18.57"
"1700781599-1839","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Moira MacTaggert","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-moira-mactaggert-1609.php","Marvel Legends Moira MacTaggert Tri Sentinel Build A Figure","Marvel Legends Moira MacTaggert Tri Sentinel Build A Figure 
Through the course of many lives and deaths, Moira MacTaggert pursues justice for all mutants. Includes left leg to complete Tri Sentinel Build a Figure.","/marvel/images/thumbs/moira-mactaggert-1609.jpg","C$30.14","C$32.21","C$32.17"
"1700781601-1840","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Magneto","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-magneto-1608.php","Marvel Legends Magneto Tri Sentinel Build A Figure","Marvel Legends Magneto Tri Sentinel Build A Figure 
Magneto forges an unlikely partnership with Xavier in pursuit of a lofty common goal: the protection of all mutants. Includes head to complete Tri Sentinel Build a Figure.","/marvel/images/thumbs/magneto-1608.jpg","C$30.14","C$26.67","C$24.12"
"1700781604-1841","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Jean Grey","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-jean-grey-1610.php","Marvel Legends Jean Grey Tri Sentinel Build A Figure","Marvel Legends Jean Grey Tri Sentinel Build A Figure 
Jean Grey leads her fellow mutants to the island sanctuary of Krakoa in a bid to declare sovereignty from humankind. Includes right leg to complete Tri Sentinel Build a Figure.","/marvel/images/thumbs/jean-grey-1610.jpg","C$30.14","C$20.38","C$17.17"
"1700781606-1842","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Tri Sentinel","https://www.actionfigure411.com/marvel/marvel-legends-xmen-house-of-x-tri-sentinel-baf-wave-2-price-guide.php","Cyclops","https://www.actionfigure411.com/marvel/marvel-legends-tri-sentinel-cyclops-1607.php","Marvel Legends Cyclops Tri Sentinel Build A Figure","Marvel Legends Cyclops Tri Sentinel Build A Figure 
Cyclops assembles a team of mutants to destroy the Mother Mold and vanquish the Sentinel threat. Includes right arm to complete Tri Sentinel Build a Figure.","/marvel/images/thumbs/cyclops-1607.jpg","C$30.14","C$33.40","C$29.60"
"1700781610-1843","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Totally Awesome Hulk","https://www.actionfigure411.com/marvel/marvel-legends-the-marvels-totally-awesome-hulk-baf-wave-1-price-guide.php","Totally Awesome Hulk","https://www.actionfigure411.com/marvel/marvel-legends-totally-awesome-hulk-totally-awesome-hulk-6811.php","Marvel Legends Totally Awesome Hulk Totally Awesome Hulk Build A Figure","Marvel Legends Totally Awesome Hulk Totally Awesome Hulk Build A Figure 
Totally Awesome Hulk Build-A-Figure release in 2023 as part of the first wave of The Marvels.","/marvel/images/thumbs/totally-awesome-hulk-6811.jpg","Marvel","C$133.63","C$123.01"
"1700781612-1844","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Totally Awesome Hulk","https://www.actionfigure411.com/marvel/marvel-legends-the-marvels-totally-awesome-hulk-baf-wave-1-price-guide.php","Photon","https://www.actionfigure411.com/marvel/marvel-legends-totally-awesome-hulk-photon-6809.php","Marvel Legends Photon Totally Awesome Hulk Build A Figure","Marvel Legends Photon Totally Awesome Hulk Build A Figure 
Monica Rambeau’s life changed forever at Westview, where her exposure to reality-altering energy imbued her with the power to perceive and manipulate all energy along the electromagnetic spectrum



Includes right leg to complete Totally Awesome Hulk Build-A-Figure.","/marvel/images/thumbs/photon-6809.jpg","C$34.25","null","C$27.40"
"1700781614-1845","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Totally Awesome Hulk","https://www.actionfigure411.com/marvel/marvel-legends-the-marvels-totally-awesome-hulk-baf-wave-1-price-guide.php","Ms. Marvel","https://www.actionfigure411.com/marvel/marvel-legends-totally-awesome-hulk-ms-marvel-6810.php","Marvel Legends Ms. Marvel Totally Awesome Hulk Build A Figure","Marvel Legends Ms. Marvel Totally Awesome Hulk Build A Figure 
Kamala Khan has encountered much in her Ms. Marvel adventures, but nothing could prepare her for a cosmic adventure alongside her idol Captain Marvel!



Includes torso to complete Totally Awesome Hulk Build-A-Figure.","/marvel/images/thumbs/ms-marvel-6810.jpg","C$34.25","C$36.88","C$31.62"
"1700781617-1846","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Totally Awesome Hulk","https://www.actionfigure411.com/marvel/marvel-legends-the-marvels-totally-awesome-hulk-baf-wave-1-price-guide.php","Marvel Boy","https://www.actionfigure411.com/marvel/marvel-legends-totally-awesome-hulk-marvel-boy-6807.php","Marvel Legends Marvel Boy Totally Awesome Hulk Build A Figure","Marvel Legends Marvel Boy Totally Awesome Hulk Build A Figure 
A Kree warrior from an alternate reality, Noh-Varr aka Marvel Boy is the self-appointed protector of Earth and member of the Young Avengers.



Includes left arm to complete Totally Awesome Hulk Build-A-Figure.","/marvel/images/thumbs/marvel-boy-6807.jpg","C$34.25","C$27.81","C$26.55"
"1700781619-1847","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Totally Awesome Hulk","https://www.actionfigure411.com/marvel/marvel-legends-the-marvels-totally-awesome-hulk-baf-wave-1-price-guide.php","Karnak","https://www.actionfigure411.com/marvel/marvel-legends-totally-awesome-hulk-karnak-6804.php","Marvel Legends Karnak Totally Awesome Hulk Build A Figure","Marvel Legends Karnak Totally Awesome Hulk Build A Figure 
Through mental discipline, the Inhuman known as Karnak has mastered the ability to perceive the flaws and weak points in any person or object.



Includes right arm to complete Totally Awesome Hulk Build-A-Figure.","/marvel/images/thumbs/karnak-6804.jpg","C$34.25","C$26.70","C$22.19"
"1700781621-1848","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Totally Awesome Hulk","https://www.actionfigure411.com/marvel/marvel-legends-the-marvels-totally-awesome-hulk-baf-wave-1-price-guide.php","Iron Man (Heroes Return)","https://www.actionfigure411.com/marvel/marvel-legends-totally-awesome-hulk-iron-man-heroes-return-6805.php","Marvel Legends Iron Man (Heroes Return) Totally Awesome Hulk Build A Figure","Marvel Legends Iron Man (Heroes Return) Totally Awesome Hulk Build A Figure 
Following his apparent demise at the hands of Onslaught alongside the other Avengers, Tony Stark returns home with a new armor and new focus.



Does not include a BAF part.","/marvel/images/thumbs/iron-man-heroes-return-6805.jpg","C$34.25","C$28.86","C$25.62"
