web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700780683-1538","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Chirrut Imwe","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/chirrut-imwe-1684.php","Star Wars The Vintage Collection Chirrut Imwe","Star Wars The Vintage Collection Chirrut Imwe 
Though he lacks Force abilities, this warrior monk has rigorously honed his body through intense physical and mental discipline.","/star-wars/images/thumbs/chirrut-imwe-1684.jpg","18","C$24.55","C$21.23"
"1700780685-1539","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Hondo Ohnaka","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/hondo-ohnaka-1683.php","Star Wars The Vintage Collection Hondo Ohnaka","Star Wars The Vintage Collection Hondo Ohnaka 
Hondo Ohnaka started Ohnaka Transport Solutions on Black Spire Outpost to run contraband throughout the galaxy.","/star-wars/images/thumbs/hondo-ohnaka-1683.jpg","60","C$19.27","C$18.52"
"1700780688-1540","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Trooper Fives","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-trooper-fives-1682.php","Star Wars The Vintage Collection ARC Trooper Fives","Star Wars The Vintage Collection ARC Trooper Fives 
Clone Trooper Fives, also known as CT-27-5555, was promoted to ARC Trooper status after the defense of Kamino from Separatist invaders.","/star-wars/images/thumbs/arc-trooper-fives-1682.jpg","58","C$26.38","C$24.15"
"1700780690-1541","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Stormtrooper (Carbon Freezing Chamber)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/stormtrooper-carbon-freezing-chamber-1681.php","Star Wars The Vintage Collection Stormtrooper (Carbon Freezing Chamber)","Star Wars The Vintage Collection Stormtrooper (Carbon Freezing Chamber) 
Stormtrooper that was included in the Fan channel Carbon Freezing Chamber playset.","/star-wars/images/thumbs/stormtrooper-carbon-freezing-chamber-1681.jpg","Fan","null","C$29.96"
"1700780692-1542","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","K-2SO","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/k-2so-1680.php","Star Wars The Vintage Collection K-2SO","Star Wars The Vintage Collection K-2SO 
K-2SO (KAY-TUESSO): A reprogrammed Imperial security droid now loyal to the Alliance, K-2SO is an alarming sight standing within a secret Rebel base.","/star-wars/images/thumbs/k-2so-1680.jpg","34","C$27.23","C$24.36"
"1700780694-1543","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Stormtrooper)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-stormtrooper-1679.php","Star Wars The Vintage Collection Luke Skywalker (Stormtrooper)","Star Wars The Vintage Collection Luke Skywalker (Stormtrooper) 
LUKE SKYWALKER (STORMTROOPER): Aboard the Death Star, Luke Skywalker, disguised as a Stormtrooper, staged a rescue mission alongside Han Solo to save Princess Leia Organa from Darth Vader.","/star-wars/images/thumbs/luke-skywalker-stormtrooper-1679.jpg","60","C$24.31","C$23.29"
"1700780696-1544","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Commander Wolffe","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-commander-wolffe-1678.php","Star Wars The Vintage Collection Clone Commander Wolffe","Star Wars The Vintage Collection Clone Commander Wolffe 
CLONE COMMANDER WOLFFE: Clone Commander Wolffe served under General Plo Koon in the Clone Wars as a commander of the tight-knight unit known as Wolfpack","/star-wars/images/thumbs/clone-commander-wolffe-1678.jpg","58","C$28.32","C$24.23"
"1700780699-1545","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Power droid","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/power-droid-1677.php","Star Wars The Vintage Collection Power droid","Star Wars The Vintage Collection Power droid 
POWER DROID. Little more than walking batteries, power droids trundle along as directed by their owners or their programming, recharging vehicles and machinery.","/star-wars/images/thumbs/power-droid-1677.jpg","55","C$20.59","C$18.32"
"1700780701-1546","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","The Mandalorian","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/the-mandalorian-1676.php","Star Wars The Vintage Collection The Mandalorian","Star Wars The Vintage Collection The Mandalorian 
The Mandalorian, his body is shielded by beskar armor, his face is hidden behind a t-visor mask, and his past is wrapped in mystery","/star-wars/images/thumbs/the-mandalorian-1676.jpg","58","C$14.79","C$11.97"
"1700780703-1547","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Remnant Stormtrooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/remnant-stormtrooper-1675.php","Star Wars The Vintage Collection Remnant Stormtrooper","Star Wars The Vintage Collection Remnant Stormtrooper 
Remnant Stormtrooper in the aftermath of the battle of Endor, the once pristine and uniform ranks of Stormtroopers that fought for the empire now resemble a ragtag Army of mercenaries for lawless gangsters.","/star-wars/images/thumbs/remnant-stormtrooper-1675.jpg","60","C$23.67","C$20.83"
"1700780705-1548","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Cara Dune","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/cara-dune-1674.php","Star Wars The Vintage Collection Cara Dune","Star Wars The Vintage Collection Cara Dune 
A veteran of the galactic Civil War who fought under the banner of the Rebellion, Cara Dune is a seasoned Warrior. Note: Feb 2021 Gina Carano was fired from Disney and her action figures were canceled which expectingly drove up the market value.","/star-wars/images/thumbs/cara-dune-1674.jpg","57","C$41.79","C$38.88"
"1700780707-1549","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Shadow Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/shadow-trooper-1671.php","Star Wars The Vintage Collection Shadow Trooper","Star Wars The Vintage Collection Shadow Trooper 
Shadow troopers were a menacing fighting force of elite troopers carrying out the evil Empire's bidding","/star-wars/images/thumbs/shadow-trooper-1671.jpg","30","C$39.36","C$31.30"
"1700780709-1550","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Sith Trooper (ROS)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/sith-trooper-ros-1670.php","Star Wars The Vintage Collection Sith Trooper (ROS)","Star Wars The Vintage Collection Sith Trooper (ROS) 
With advanced weaponry including heavy artillery blasters and close combat concussion rams, Sith Troopers are capable of combat in almost any situation.","/star-wars/images/thumbs/sith-trooper-ros-1670.jpg","10","C$38.87","C$32.98"
"1700780712-1551","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Sith Trooper (Armory Pack)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/sith-trooper-armory-pack-1673.php","Star Wars The Vintage Collection Sith Trooper (Armory Pack)","Star Wars The Vintage Collection Sith Trooper (Armory Pack) 
With advanced weaponry including heavy artillery blasters and close combat concussion Rams, Sith troopers are capable of combat in almost any situation. Exclusive to Amazon","/star-wars/images/thumbs/sith-trooper-armory-pack-1673.jpg","8","C$61.65","C$61.65"
"1700780714-1552","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Jawa","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/jawa-1669.php","Star Wars The Vintage Collection Jawa","Star Wars The Vintage Collection Jawa 
Jawas comb the deserts of Tatooine in search of discarded scrap, selling hastily refurbished junk including droids to moisture farmers.","/star-wars/images/thumbs/jawa-1669.jpg","31","C$29.50","C$27.10"
"1700780716-1553","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Poe Dameron","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/poe-dameron-1668.php","Star Wars The Vintage Collection Poe Dameron","Star Wars The Vintage Collection Poe Dameron 
A decorated X-Wing pilot that can fly anything, Poe Dameron leads the attack to destroy Starkiller base.","/star-wars/images/thumbs/poe-dameron-1668.jpg","8","C$32.55","C$35.80"
"1700780718-1554","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Sith Jet Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/sith-jet-trooper-1667.php","Star Wars The Vintage Collection Sith Jet Trooper","Star Wars The Vintage Collection Sith Jet Trooper 
Specialized Stormtroopers of the first order, Sith jet troopers soar into battle equipped with agile rocket packs.","/star-wars/images/thumbs/sith-jet-trooper-1667.jpg","29","C$30.25","C$26.63"
"1700780720-1555","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (X-Wing Pilot)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-x-wing-pilot-1666.php","Star Wars The Vintage Collection Luke Skywalker (X-Wing Pilot)","Star Wars The Vintage Collection Luke Skywalker (X-Wing Pilot) 
Luke Skywalker rose from humble beginnings to become one of the greatest Jedi the galaxy has ever known.","/star-wars/images/thumbs/luke-skywalker-x-wing-pilot-1666.jpg","26","C$43.22","C$37.66"
"1700780722-1556","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Zorii Bliss","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/zorii-bliss-1665.php","Star Wars The Vintage Collection Zorii Bliss","Star Wars The Vintage Collection Zorii Bliss 
It's difficult for scoundrels to remain neutral in the war between first order and resistance, and Zorii Bliss and the spice runners of Kijimi must soon take a side!","/star-wars/images/thumbs/zorii-bliss-1665.jpg","16","C$38.10","C$32.73"
"1700780725-1557","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Rey (TROS)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/rey-tros-1664.php","Star Wars The Vintage Collection Rey (TROS)","Star Wars The Vintage Collection Rey (TROS) 
Rey continues to study the Jedi ways, but she grows concerned about what the future and the force may hold in store for her.","/star-wars/images/thumbs/rey-tros-1664.jpg","13","C$74.45","C$65.02"
"1700780727-1558","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Knight of Ren","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/knight-of-ren-1663.php","Star Wars The Vintage Collection Knight of Ren","Star Wars The Vintage Collection Knight of Ren 
An enclave of masked warriors wielding distinct weapons for ranged and close quarters combat, the Knights of Ren are elite, fearsome enforcers of Kylo Ren.","/star-wars/images/thumbs/knight-of-ren-1663.jpg","37","C$25.89","C$20.48"
"1700780729-1559","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Brock Starsher","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/brock-starsher-1761.php","Star Wars The Vintage Collection Brock Starsher","Star Wars The Vintage Collection Brock Starsher 
Part of the Special 3 Action Figures multipack which includes Vedain, Vizam and Brock Starsher.","/star-wars/images/thumbs/brock-starsher-1761.jpg","14","C$28.12","C$24.90"
"1700780731-1560","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Vizam","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/vizam-1760.php","Star Wars The Vintage Collection Vizam","Star Wars The Vintage Collection Vizam 
Part of the Special 3 Action Figures multipack which includes Vedain, Vizam and Brock Starsher.","/star-wars/images/thumbs/vizam-1760.jpg","19","C$26.36","C$22.20"
"1700780733-1561","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Vedain (Skiff Pilot)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/vedain-skiff-pilot-1759.php","Star Wars The Vintage Collection Vedain (Skiff Pilot)","Star Wars The Vintage Collection Vedain (Skiff Pilot) 
Part of the Special 3 Action Figures multipack which includes Vedain, Vizam and Brock Starsher.","/star-wars/images/thumbs/vedain-skiff-pilot-1759.jpg","7","C$40.75","C$30.32"
"1700780736-1562","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Yavin)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-yavin-1758.php","Star Wars The Vintage Collection Luke Skywalker (Yavin)","Star Wars The Vintage Collection Luke Skywalker (Yavin) 
Walmart Exclusive Luke Skywalker, Yavin Ceremony released in 2019 in the Vintage collection set of action figures.","/star-wars/images/thumbs/luke-skywalker-yavin-1758.jpg","29","C$22.82","C$19.61"
"1700780738-1563","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Princess Leia Organa (Yavin)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/princess-leia-organa-yavin-1672.php","Star Wars The Vintage Collection Princess Leia Organa (Yavin)","Star Wars The Vintage Collection Princess Leia Organa (Yavin) 
Princess Leia Organa presented Luke Skywalker and Han Solo with medals of Bravery, celebrating their involvement in the in the destruction of the Death Star.","/star-wars/images/thumbs/princess-leia-organa-yavin-1672.jpg","C$17.80","null","C$39.97"
"1700780740-1564","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","R2-D2","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/r2-d2-1632.php","Star Wars The Vintage Collection R2-D2","Star Wars The Vintage Collection R2-D2 
Star Wars Vintage Collection R2-D2 VC149","/star-wars/images/thumbs/r2-d2-1632.jpg","20","C$53.34","C$45.82"
"1700780742-1565","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Assault Tank Commander","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/imperial-assault-tank-commander-1631.php","Star Wars The Vintage Collection Imperial Assault Tank Commander","Star Wars The Vintage Collection Imperial Assault Tank Commander 
Star Wars Vintage Collection Imperial Assault Tank Commander VC148","/star-wars/images/thumbs/imperial-assault-tank-commander-1631.jpg","6","C$130.17","C$117.32"
"1700780744-1566","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Death Star Gunner","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/death-star-gunner-1630.php","Star Wars The Vintage Collection Death Star Gunner","Star Wars The Vintage Collection Death Star Gunner 
Star Wars Vintage Collection Death Star Gunner VC147","/star-wars/images/thumbs/death-star-gunner-1630.jpg","7","C$41.10","C$35.27"
"1700780746-1567","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Crait)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-crait-1629.php","Star Wars The Vintage Collection Luke Skywalker (Crait)","Star Wars The Vintage Collection Luke Skywalker (Crait) 
Star Wars Vintage Collection Luke Skywalker (Crait) VC146","/star-wars/images/thumbs/luke-skywalker-crait-1629.jpg","6","C$105.07","C$93.10"
"1700780748-1568","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","41st Elite Corps Clone Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/41st-elite-corps-clone-trooper-1635.php","Star Wars The Vintage Collection 41st Elite Corps Clone Trooper","Star Wars The Vintage Collection 41st Elite Corps Clone Trooper 
Star Wars Vintage Collection 41st Elite Corps Clone Trooper VC145","/star-wars/images/thumbs/41st-elite-corps-clone-trooper-1635.jpg","C$17.80","null","C$21.75"
"1700780751-1569","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Lando Calrissian (Skiff Guard)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/lando-calrissian-skiff-guard-1634.php","Star Wars The Vintage Collection Lando Calrissian (Skiff Guard)","Star Wars The Vintage Collection Lando Calrissian (Skiff Guard) 
Star Wars Vintage Collection Lando Calrissian (Skiff Guard) VC144","/star-wars/images/thumbs/lando-calrissian-skiff-guard-1634.jpg","58","C$18.56","C$15.17"
"1700780753-1570","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo (Stormtrooper)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-stormtrooper-1633.php","Star Wars The Vintage Collection Han Solo (Stormtrooper)","Star Wars The Vintage Collection Han Solo (Stormtrooper) 
Star Wars Vintage Collection Han Solo (Stormtrooper) VC143","/star-wars/images/thumbs/han-solo-stormtrooper-1633.jpg","32","C$27.29","C$24.29"
"1700780755-1571","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Captain Phasma","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/captain-phasma-1628.php","Star Wars The Vintage Collection Captain Phasma","Star Wars The Vintage Collection Captain Phasma 
Star Wars Vintage Collection Captain Phasma VC142","/star-wars/images/thumbs/captain-phasma-1628.jpg","10","C$29.88","C$25.90"
"1700780757-1572","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Chewbacca","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/chewbacca-1627.php","Star Wars The Vintage Collection Chewbacca","Star Wars The Vintage Collection Chewbacca 
Star Wars Vintage Collection Chewbacca VC141","/star-wars/images/thumbs/chewbacca-1627.jpg","27","C$25.81","C$23.42"
"1700780759-1573","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Stormtrooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/imperial-stormtrooper-1626.php","Star Wars The Vintage Collection Imperial Stormtrooper","Star Wars The Vintage Collection Imperial Stormtrooper 
Star Wars Vintage Collection Imperial Stormtrooper VC140","/star-wars/images/thumbs/imperial-stormtrooper-1626.jpg","20","C$27.67","C$23.36"
"1700780762-1574","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Lando Calrissian (Solo)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/lando-calrissian-solo-1625.php","Star Wars The Vintage Collection Lando Calrissian (Solo)","Star Wars The Vintage Collection Lando Calrissian (Solo) 
Star Wars Vintage Collection Lando Calrissian (Solo) VC139","/star-wars/images/thumbs/lando-calrissian-solo-1625.jpg","43","C$18.96","C$17.57"
"1700780764-1575","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Elite Praetorian Guard","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/elite-praetorian-guard-1624.php","Star Wars The Vintage Collection Elite Praetorian Guard","Star Wars The Vintage Collection Elite Praetorian Guard 
Star Wars Vintage Collection Elite Praetorian Guard VC138","/star-wars/images/thumbs/elite-praetorian-guard-1624.jpg","11","C$37.68","C$31.32"
"1700780766-1576","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ree-Yees (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/ree-yees-reissue-6818.php","Star Wars The Vintage Collection Ree-Yees (Reissue)","Star Wars The Vintage Collection Ree-Yees (Reissue) 
Protected by Skiff Guards, Jabba the Hutt's palace bustled with court members, henchmen, and dregs of the galaxy who attempted to curry favor with the grotesque crime lord.



Included as part of the Jabba's Court Denizens Multipack.","/star-wars/images/thumbs/ree-yees-reissue-6818.jpg","Star Wars","null","null"
"1700780768-1577","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ree-Yees","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/ree-yees-1662.php","Star Wars The Vintage Collection Ree-Yees","Star Wars The Vintage Collection Ree-Yees 
Not sold individually but was included in the Jabba's Palace Adventure playset.","/star-wars/images/thumbs/ree-yees-1662.jpg","45","C$21.67","C$18.63"
"1700780770-1578","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo (Carbonite)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-carbonite-1660.php","Star Wars The Vintage Collection Han Solo (Carbonite)","Star Wars The Vintage Collection Han Solo (Carbonite) 
Not sold as a individual figure and was included as part of Walmart's Exclusive Jabba's Palace Adventure Set.","/star-wars/images/thumbs/han-solo-carbonite-1660.jpg","20","C$57.63","C$53.45"
"1700780772-1579","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Klaatu","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/klaatu-1158.php","Star Wars The Vintage Collection Klaatu","Star Wars The Vintage Collection Klaatu 
Star Wars 3.75 Vintage Collection action figure Klaatu Skiff Guard.","/star-wars/images/thumbs/klaatu-1158.jpg","31","C$21.35","C$16.97"
"1700780774-1580","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Princess Leia Organa Boushh","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/princess-leia-organa-boushh-1159.php","Star Wars The Vintage Collection Princess Leia Organa Boushh","Star Wars The Vintage Collection Princess Leia Organa Boushh 
Star Wars 3.75 Vintage Collection action figure Princess Leia Organa Boushh.","/star-wars/images/thumbs/princess-leia-organa-boushh-1159.jpg","15","C$30.82","C$31.73"
"1700780777-1581","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Scarif Stormtrooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/scarif-stormtrooper-1157.php","Star Wars The Vintage Collection Scarif Stormtrooper","Star Wars The Vintage Collection Scarif Stormtrooper 
Star Wars 3.75 Vintage Collection action figure Scarif Stormtrooper","/star-wars/images/thumbs/scarif-stormtrooper-1157.jpg","40","C$28.28","C$24.66"
"1700780779-1582","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Saelt-Marae (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/saelt-marae-reissue-5502.php","Star Wars The Vintage Collection Saelt-Marae (Reissue)","Star Wars The Vintage Collection Saelt-Marae (Reissue) 
Star Wars Vintage Collection Saelt-Marae (Reissue) was a centuries-old Yarkora who fed information to both the Galactic Empire and the Rebel Alliance before aligning himself with Jabba the Hutt and his criminal empire.



Reissue changes from the original release include: Updated paint, different colored boots, Return Of The Jedi 40th anniversary logo on packaging and different placement of action figure and accessories in bubble.","/star-wars/images/thumbs/saelt-marae-reissue-5502.jpg","C$23.29","null","null"
"1700780781-1583","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Yakface","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/yakface-1156.php","Star Wars The Vintage Collection Yakface","Star Wars The Vintage Collection Yakface 
Star Wars 3.75 Vintage Collection action figure Yakface.","/star-wars/images/thumbs/yakface-1156.jpg","C$17.80","C$21.01","C$28.44"
"1700780783-1584","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker Jedi Master","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-jedi-master-1162.php","Star Wars The Vintage Collection Luke Skywalker Jedi Master","Star Wars The Vintage Collection Luke Skywalker Jedi Master 
Star Wars Vintage Collection Wave 3 Luke Skywalker Jedi Master","/star-wars/images/thumbs/luke-skywalker-jedi-master-1162.jpg","15","C$22.37","C$16.45"
"1700780785-1585","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Captain Cassian Andor (Reissue)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/captain-cassian-andor-reissue-7464.php","Star Wars The Vintage Collection Captain Cassian Andor (Reissue)","Star Wars The Vintage Collection Captain Cassian Andor (Reissue) 
Captain Cassian Andor, a fearless captain, commands respect from his Rebel troops with his ability to keep a cool head under fire and complete his missions with minimal resources.



This reissued Cassian Andor VC 130 is a photoreal update from the original action figure released in 2018.","/star-wars/images/thumbs/captain-cassian-andor-reissue-7464.jpg","C$23.29","null","null"
"1700780788-1586","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Captain Cassian Andor","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/captain-cassian-andor-1160.php","Star Wars The Vintage Collection Captain Cassian Andor","Star Wars The Vintage Collection Captain Cassian Andor 
Star Wars Vintage Collection Wave 3 Captain Cassian Andor.","/star-wars/images/thumbs/captain-cassian-andor-1160.jpg","36","C$21.09","C$21.46"
"1700780790-1587","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Doctor Aphra","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/doctor-aphra-1161.php","Star Wars The Vintage Collection Doctor Aphra","Star Wars The Vintage Collection Doctor Aphra 
Star Wars Vintage Collection Wave 3 Doctor Aphra","/star-wars/images/thumbs/doctor-aphra-1161.jpg","53","C$31.58","C$25.84"
"1700780792-1588","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Range Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/range-trooper-1155.php","Star Wars The Vintage Collection Range Trooper","Star Wars The Vintage Collection Range Trooper 
Star Wars 3.75 Vintage Collection action figures featuring Range Trooper from the Han Solo movie.","/star-wars/images/thumbs/range-trooper-1155.jpg","57","C$22.09","C$26.04"
"1700780794-1589","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Death Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/imperial-death-trooper-1097.php","Star Wars The Vintage Collection Imperial Death Trooper","Star Wars The Vintage Collection Imperial Death Trooper 
Imperial Death Trooper from the vintage collection action figure series in 3.75 size on a classic carded back.","/star-wars/images/thumbs/imperial-death-trooper-1097.jpg","35","C$21.86","C$19.33"
"1700780796-1590","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Assault Tank Driver","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/imperial-assault-tank-driver-1096.php","Star Wars The Vintage Collection Imperial Assault Tank Driver","Star Wars The Vintage Collection Imperial Assault Tank Driver 
Imperial Assault Tank Driver from the vintage collection action figure in 3.75 size on a classic carded back.","/star-wars/images/thumbs/imperial-assault-tank-driver-1096.jpg","9","C$72.72","C$67.50"
"1700780798-1591","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Enfys Nest","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/enfys-nest-1095.php","Star Wars The Vintage Collection Enfys Nest","Star Wars The Vintage Collection Enfys Nest 
Enfys Nest from the vintage collection action figure in 3.75 size on a classic carded back.","/star-wars/images/thumbs/enfys-nest-1095.jpg","13","C$33.31","C$27.60"
"1700780800-1592","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Han Solo","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/han-solo-1094.php","Star Wars The Vintage Collection Han Solo","Star Wars The Vintage Collection Han Solo 
Han Solo from the vintage collection action figure in 3.75 size on a classic carded back.","/star-wars/images/thumbs/han-solo-1094.jpg","10","C$26.03","C$19.48"
"1700780803-1593","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Stormtrooper (Mimban)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/stormtrooper-mimban-1659.php","Star Wars The Vintage Collection Stormtrooper (Mimban)","Star Wars The Vintage Collection Stormtrooper (Mimban) 
Imagine recreating iconic moments from Solo: A Star Wars Story with this Star Wars The Vintage Collection 3.75-inch-scale Stormtrooper (Mimban) figure, featuring premium deco and movie-inspired design, and including character-inspired accessories.","/star-wars/images/thumbs/stormtrooper-mimban-1659.jpg","44","C$25.86","C$24.40"
