web-scraper-order,web-scraper-start-url,build_a_figure_link,build_a_figure_link-href,figure_link,figure_link-href,name,description,image-src,price
"1700700271-990","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kree Sentry","https://www.actionfigure411.com/marvel/marvel-legends-captain-marvel-kree-sentry-baf-wave-1-price-guide.php","Kree Sentry (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-kree-sentry-kree-sentry-baf-1178.php","Marvel Legends Kree Sentry (BAF) Kree Sentry Build A Figure","Marvel Legends Kree Sentry (BAF) Kree Sentry Build A Figure 
Marvel Legends Kree Sentry BAF figure from the Captain Marvel movie.","/marvel/images/thumbs/kree-sentry-baf-1178.jpg","C$47.60"
"1700700274-991","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kree Sentry","https://www.actionfigure411.com/marvel/marvel-legends-captain-marvel-kree-sentry-baf-wave-1-price-guide.php","Grey Gargoyle","https://www.actionfigure411.com/marvel/marvel-legends-kree-sentry-grey-gargoyle-1177.php","Marvel Legends Grey Gargoyle Kree Sentry Build A Figure","Marvel Legends Grey Gargoyle Kree Sentry Build A Figure 
Marvel Legends Grey Gargoyle from the Kree Sentry Build a Figure set. Includes head to complete Kree Sentry BAF. Dr. Paul Duval discovers his ability to turn his body to stone and becomes the transmuting mercenary, Grey Gargoyle!","/marvel/images/thumbs/grey-gargoyle-1177.jpg","C$16.44"
"1700700276-992","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kree Sentry","https://www.actionfigure411.com/marvel/marvel-legends-captain-marvel-kree-sentry-baf-wave-1-price-guide.php","Genis Vell","https://www.actionfigure411.com/marvel/marvel-legends-kree-sentry-genis-vell-1176.php","Marvel Legends Genis Vell Kree Sentry Build A Figure","Marvel Legends Genis Vell Kree Sentry Build A Figure 
Marvel Legends Genis Vell from the Kree Sentry Build a Figure set. Includes right leg to complete Kree Sentry BAF. Born of a Titanian Eternal, Genis-Vell possesses indomitable strength and uses powerful Nega-Bands to channel incredible energy blasts!","/marvel/images/thumbs/genis-vell-1176.jpg","C$18.12"
"1700700278-993","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kree Sentry","https://www.actionfigure411.com/marvel/marvel-legends-captain-marvel-kree-sentry-baf-wave-1-price-guide.php","Captain Marvel (Bomber Jacket)","https://www.actionfigure411.com/marvel/marvel-legends-kree-sentry-captain-marvel-bomber-jacket-1172.php","Marvel Legends Captain Marvel (Bomber Jacket) Kree Sentry Build A Figure","Marvel Legends Captain Marvel (Bomber Jacket) Kree Sentry Build A Figure 
Marvel Legends Captain Marvel with bomber jacket from the Kree Sentry Build a Figure set. Includes left arm to complete Kree Sentry BAF. Accompanied by her furry sidekick, Goose the Cat, Captain Marvel suits up to the defend the universe from intergalactic threats.","/marvel/images/thumbs/captain-marvel-bomber-jacket-1172.jpg","C$13.50"
"1700700280-994","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kree Sentry","https://www.actionfigure411.com/marvel/marvel-legends-captain-marvel-kree-sentry-baf-wave-1-price-guide.php","Captain Marvel","https://www.actionfigure411.com/marvel/marvel-legends-kree-sentry-captain-marvel-1171.php","Marvel Legends Captain Marvel Kree Sentry Build A Figure","Marvel Legends Captain Marvel Kree Sentry Build A Figure 
Marvel Legends Captain Marvel from the Kree Sentry Build a Figure set. Does not include a BAF part. Carol Danvers becomes one of the universe�s most powerful heroes, Captain Marvel, when Earth is caught in the middle of a galactic war between two alien races.","/marvel/images/thumbs/captain-marvel-1171.jpg","C$10.46"
"1700700285-995","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","Thor","https://www.actionfigure411.com/marvel/marvel-legends-korg-thor-4157.php","Marvel Legends Thor Korg Build A Figure","Marvel Legends Thor Korg Build A Figure 
Thor unleashes the power of Stormbreaker to overcome any foe! Does not include a BAF piece.","/marvel/images/thumbs/thor-4157.jpg","C$14.95"
"1700700287-996","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","Star-Lord","https://www.actionfigure411.com/marvel/marvel-legends-korg-star-lord-4159.php","Marvel Legends Star-Lord Korg Build A Figure","Marvel Legends Star-Lord Korg Build A Figure 
Peter Quill and the Guardians of the Galaxy return, teaming up with Thor to defend the universe from a dangerous new enemy. Includes right arm to complete Korg Build-A-Figure.","/marvel/images/thumbs/star-lord-4159.jpg","C$30.45"
"1700700289-997","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","Ravager Thor","https://www.actionfigure411.com/marvel/marvel-legends-korg-ravager-thor-4154.php","Marvel Legends Ravager Thor Korg Build A Figure","Marvel Legends Ravager Thor Korg Build A Figure 
Thor wields the mighty Stormbreaker against a terrifying new foe. Includes left arm to complete Korg Build-A-Figure","/marvel/images/thumbs/ravager-thor-4154.jpg","C$21.76"
"1700700291-998","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","Mighty Thor","https://www.actionfigure411.com/marvel/marvel-legends-korg-mighty-thor-4160.php","Marvel Legends Mighty Thor Korg Build A Figure","Marvel Legends Mighty Thor Korg Build A Figure 
Jane Foster’s life is forever changed when she comes to possess the hammer, Mjolnir…and becomes the Mighty Thor! Includes left leg to complete Korg Build-A-Figure.","/marvel/images/thumbs/mighty-thor-4160.jpg","C$22.88"
"1700700293-999","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","Korg (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-korg-korg-baf-4161.php","Marvel Legends Korg (BAF) Korg Build A Figure","Marvel Legends Korg (BAF) Korg Build A Figure 
Korg Build-A-Figure from Thor, Love and Thunder wave. He is a Kronan gladiator who resided on Sakaar and led a rebellion against Grandmaster, and stole the Statesman (one of the Grandmaster's spaceships) along with Loki and the rest of his rebellion and joined Thor on his trip to Earth after the destruction of Asgard.","/marvel/images/thumbs/korg-baf-4161.jpg","C$42.96"
"1700700295-1000","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","King Valkyrie","https://www.actionfigure411.com/marvel/marvel-legends-korg-king-valkyrie-4158.php","Marvel Legends King Valkyrie Korg Build A Figure","Marvel Legends King Valkyrie Korg Build A Figure 
When a dangerous new enemy threatens the livelihood of New Asgard, King Valkyrie takes up her sword once more to defend her people. Includes head to complete Korg Build-A-Figure.","/marvel/images/thumbs/king-valkyrie-4158.jpg","C$22.21"
"1700700298-1001","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","Groot","https://www.actionfigure411.com/marvel/marvel-legends-korg-groot-4155.php","Marvel Legends Groot Korg Build A Figure","Marvel Legends Groot Korg Build A Figure 
I AM GROOT action figure as part of the Korg Build-A-Figure series. Includes Torso to complete BAF Korg.","/marvel/images/thumbs/groot-4155.jpg","C$19.76"
"1700700300-1002","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Korg","https://www.actionfigure411.com/marvel/marvel-legends-thor-love-and-thunder-korg-baf-wave-1-price-guide.php","Gorr","https://www.actionfigure411.com/marvel/marvel-legends-korg-gorr-4156.php","Marvel Legends Gorr Korg Build A Figure","Marvel Legends Gorr Korg Build A Figure 
Wielding a powerful and terrifying weapon, Gorr will let nothing stand in his way. Includes right leg to complete Korg Build-A-Figure.","/marvel/images/thumbs/gorr-4156.jpg","C$14.39"
"1700700304-1003","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Symbiote","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-symbiote-1164.php","Marvel Legends Symbiote Kingpin Build A Figure","Marvel Legends Symbiote Kingpin Build A Figure 
Marvel Legends Symbiote from the Kingpin Build a Figure set. Includes head to complete Kingpin BAF. The Venom symbiote gives Peter Parker a black suit with special, enhanced powers.","/marvel/images/thumbs/symbiote-1164.jpg","C$72.39"
"1700700306-1004","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Six Arm Spiderman","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-six-arm-spiderman-1163.php","Marvel Legends Six Arm Spiderman Kingpin Build A Figure","Marvel Legends Six Arm Spiderman Kingpin Build A Figure 
Marvel Legends Six Arm Spiderman from the Kingpin Build a Figure set. He does not include a BAF piece. Hoping to cure his spider-powers, Peter Parker drinks a special mixture and wakes up with four extra arms.","/marvel/images/thumbs/six-arm-spiderman-1163.jpg","C$36.70"
"1700700308-1005","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Silver Sable","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-silver-sable-1166.php","Marvel Legends Silver Sable Kingpin Build A Figure","Marvel Legends Silver Sable Kingpin Build A Figure 
Marvel Legends Silver Sable from the Kingpin Build a Figure set. Includes left arm to complete Kingpin BAF. Fearless mercenary Silver Sablinova makes her mark as a skilled martial artist and lethal sharpshooter.","/marvel/images/thumbs/silver-sable-1166.jpg","C$52.37"
"1700700311-1006","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Red Goblin","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-red-goblin-1169.php","Marvel Legends Red Goblin Kingpin Build A Figure","Marvel Legends Red Goblin Kingpin Build A Figure 
Marvel Legends Red Goblin from the Kingpin Build a Figure set. Includes right leg to complete Kingpin BAF. When Norman Osborn merges with the Carnage symbiote, he becomes the villainous Red Goblin.","/marvel/images/thumbs/red-goblin-1169.jpg","C$68.47"
"1700700313-1007","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Puma","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-puma-1167.php","Marvel Legends Puma Kingpin Build A Figure","Marvel Legends Puma Kingpin Build A Figure 
Marvel Legends Puma from the Kingpin Build a Figure set. Includes torso to complete Kingpin BAF. The genetically engineered Thomas Fireheart can transform himself into a half-mountain-lion, half human known as Puma.","/marvel/images/thumbs/puma-1167.jpg","C$28.98"
"1700700315-1008","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Night Thrasher","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-night-thrasher-1168.php","Marvel Legends Night Thrasher Kingpin Build A Figure","Marvel Legends Night Thrasher Kingpin Build A Figure 
Marvel Legends Night Thrasher from the Kingpin Build a Figure set. Includes left leg to complete Kingpin BAF. The Founder of the new warriors, Dwayne Taylor is a martial arts master clad in a special combat Suit.","/marvel/images/thumbs/night-thrasher-1168.jpg","C$95.58"
"1700700317-1009","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Kingpin (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-kingpin-baf-1170.php","Marvel Legends Kingpin (BAF) Kingpin Build A Figure","Marvel Legends Kingpin (BAF) Kingpin Build A Figure 
Marvel Legends Kingpin BAF","/marvel/images/thumbs/kingpin-baf-1170.jpg","C$102.10"
"1700700319-1010","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Kingpin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-kingpin-baf-wave-1-price-guide.php","Black Cat","https://www.actionfigure411.com/marvel/marvel-legends-kingpin-black-cat-1165.php","Marvel Legends Black Cat Kingpin Build A Figure","Marvel Legends Black Cat Kingpin Build A Figure 
Marvel Legends Black Cat from the Kingpin Build a Figure set. Includes right arm to complete Kingpin BAF. Sometimes Spider-Man's ally and sometimes his enemy, Felicia Hardy prowls the city as Black Cat.","/marvel/images/thumbs/black-cat-1165.jpg","C$35.22"
"1700700324-1011","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Khonshu","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-khonshu-baf-wave-2-price-guide.php","Zombie Scarlet Witch","https://www.actionfigure411.com/marvel/marvel-legends-khonshu-zombie-scarlet-witch-4807.php","Marvel Legends Zombie Scarlet Witch Khonshu Build A Figure","Marvel Legends Zombie Scarlet Witch Khonshu Build A Figure 
Infected by the zombie virus sweeping the globe, Wanda Maximoff is kept in captivity by her former lover, the Vision. Includes left leg BAF part to complete Khonshu Build-A-Figure","/marvel/images/thumbs/zombie-scarlet-witch-4807.jpg","C$26.98"
"1700700326-1012","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Khonshu","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-khonshu-baf-wave-2-price-guide.php","Zombie Iron Man","https://www.actionfigure411.com/marvel/marvel-legends-khonshu-zombie-iron-man-4806.php","Marvel Legends Zombie Iron Man Khonshu Build A Figure","Marvel Legends Zombie Iron Man Khonshu Build A Figure 
In an alternate reality, Iron Man is one of many heroes to succumb to the global zombie infection. Does not include a BAF part.","/marvel/images/thumbs/zombie-iron-man-4806.jpg","C$21.95"
"1700700328-1013","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Khonshu","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-khonshu-baf-wave-2-price-guide.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-khonshu-red-skull-4805.php","Marvel Legends Red Skull Khonshu Build A Figure","Marvel Legends Red Skull Khonshu Build A Figure 
The Red Skull sets his HYDRA forces against the Allies’ lone super-soldier, Captain Margaret Peggy Carter. Includes right arm BAF part to complete Khonshu Build-A-Figure","/marvel/images/thumbs/red-skull-4805.jpg","C$32.64"
"1700700332-1014","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Khonshu","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-khonshu-baf-wave-2-price-guide.php","Howard The Duck","https://www.actionfigure411.com/marvel/marvel-legends-khonshu-howard-the-duck-4804.php","Marvel Legends Howard The Duck Khonshu Build A Figure","Marvel Legends Howard The Duck Khonshu Build A Figure 
When an alternate Thor turns earth into an intergalactic tourist destination, Howard the Duck arrives to join in the festivities. Includes torso BAF part to complete Khonshu Build-A-Figure","/marvel/images/thumbs/howard-the-duck-4804.jpg","C$37.27"
"1700700334-1015","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Khonshu","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-khonshu-baf-wave-2-price-guide.php","He Who Remains","https://www.actionfigure411.com/marvel/marvel-legends-khonshu-he-who-remains-4808.php","Marvel Legends He Who Remains Khonshu Build A Figure","Marvel Legends He Who Remains Khonshu Build A Figure 
A ruler. A conqueror. Creator of all. Controller of all. At the end, it is only HE Who Remains. Includes head BAF part to complete Khonshu Build-A-Figure","/marvel/images/thumbs/he-who-remains-4808.jpg","C$19.02"
"1700700337-1016","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Khonshu","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-khonshu-baf-wave-2-price-guide.php","Classic Loki","https://www.actionfigure411.com/marvel/marvel-legends-khonshu-classic-loki-4803.php","Marvel Legends Classic Loki Khonshu Build A Figure","Marvel Legends Classic Loki Khonshu Build A Figure 
The epitome of Loki potential! Powerful, carefree, and mischievous, this Loki’s decisions led to a long life, but that didn’t come without its own baggage. 


Includes right leg BAF part to complete Khonshu Build-A-Figure","/marvel/images/thumbs/classic-loki-4803.jpg","C$18.44"
"1700700339-1017","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Khonshu","https://www.actionfigure411.com/marvel/marvel-legends-disney-plus-khonshu-baf-wave-2-price-guide.php","Agent Jimmy Woo","https://www.actionfigure411.com/marvel/marvel-legends-khonshu-agent-jimmy-woo-4809.php","Marvel Legends Agent Jimmy Woo Khonshu Build A Figure","Marvel Legends Agent Jimmy Woo Khonshu Build A Figure 
Agent Jimmy Woo arrives in Westview to investigate the strange energy field surrounding the town.Includes left arm BAF part to complete Khonshu Build-A-Figure","/marvel/images/thumbs/agent-jimmy-woo-4809.jpg","null"
"1700700343-1018","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Wolverine","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-wolverine-413.php","Marvel Legends Wolverine Juggernaut Build A Figure","Marvel Legends Wolverine Juggernaut Build A Figure 
Virtually indestructible and always ready for a fight, Wolverine's specialty is sending bad guys running. Includes head of Juggernaut!","/marvel/images/thumbs/wolverine-413.jpg","C$57.28"
"1700700345-1019","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Rogue","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-rogue-414.php","Marvel Legends Rogue Juggernaut Build A Figure","Marvel Legends Rogue Juggernaut Build A Figure 
With just one touch, Rogue can absorb anyones superpowers making her capabilities in any matchup nearly limitless. Includes leg of juggernaut to complete BAF.","/marvel/images/thumbs/rogue-414.jpg","C$61.51"
"1700700348-1020","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Phoenix","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-phoenix-409.php","Marvel Legends Phoenix Juggernaut Build A Figure","Marvel Legends Phoenix Juggernaut Build A Figure 
An expert of psionic force, Jean Grey uses her powers of telepathy and telekinesis as the mind-controlling hero, Phoenix. Includes torso to complete Juggernaut BAF.","/marvel/images/thumbs/phoenix-409.jpg","C$37.04"
"1700700350-1021","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Kitty Pryde","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-kitty-pryde-408.php","Marvel Legends Kitty Pryde Juggernaut Build A Figure","Marvel Legends Kitty Pryde Juggernaut Build A Figure 
With her ability to elude attacks by making herself intangible, Katherine Kitty� Pryde is an expert of defense. Includes right arm of Juggernaut build-a-figure and a bonus Magneto head for the previously released Red Onslaught build-a-figure","/marvel/images/thumbs/kitty-pryde-408.jpg","C$66.79"
"1700700352-1022","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Juggernaut (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-juggernaut-baf-529.php","Marvel Legends Juggernaut (BAF) Juggernaut Build A Figure","Marvel Legends Juggernaut (BAF) Juggernaut Build A Figure 
The completed Juggernaut build a figure from the X-Men BAF series.","/marvel/images/thumbs/juggernaut-baf-529.jpg","C$57.00"
"1700700354-1023","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Iceman","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-iceman-412.php","Marvel Legends Iceman Juggernaut Build A Figure","Marvel Legends Iceman Juggernaut Build A Figure 
Iceman keeps his cool in battle with his ability to turn water to ice and freeze his own body to temperatures below zero. Includes arm of Juggernaut to complete BAF","/marvel/images/thumbs/iceman-412.jpg","C$64.12"
"1700700356-1024","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Havok","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-havok-411.php","Marvel Legends Havok Juggernaut Build A Figure","Marvel Legends Havok Juggernaut Build A Figure 
With control and precision, Havok processes cosmic energy to send plasma waves blasting from his super-charged body. Includes leg of Juggernaut.","/marvel/images/thumbs/havok-411.jpg","C$33.70"
"1700700358-1025","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Deadpool","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-deadpool-415.php","Marvel Legends Deadpool Juggernaut Build A Figure","Marvel Legends Deadpool Juggernaut Build A Figure 
Combined with impressive agility and stamina, Deadpool�s powers of self-healing make him nearly unstoppable in a fight.","/marvel/images/thumbs/deadpool-415.jpg","C$59.73"
"1700700360-1026","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Juggernaut","https://www.actionfigure411.com/marvel/marvel-legends-xmen-juggernaut-baf-wave-1-price-guide.php","Cable","https://www.actionfigure411.com/marvel/marvel-legends-juggernaut-cable-410.php","Marvel Legends Cable Juggernaut Build A Figure","Marvel Legends Cable Juggernaut Build A Figure 
A lifelong soldier, Cable perfected his fighting prowess when a technological virus suppressed his natural psychic abilities. Includes waist of Juggernaut build-a-figure","/marvel/images/thumbs/cable-410.jpg","C$41.93"
"1700700365-1027","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Jubilee","https://www.actionfigure411.com/marvel/marvel-legends-xmen-jubilee-baf-wave-1-price-guide.php","Wolverine","https://www.actionfigure411.com/marvel/marvel-legends-jubilee-wolverine-569.php","Marvel Legends Wolverine Jubilee Build A Figure","Marvel Legends Wolverine Jubilee Build A Figure 
Some of your favorite X-Men characters are brought to life in the 6"" scale! Fans of Marvel's merry mutants can add figures of Wolverine, Cyclops, Storm, Magneto and Stryfe to their collections","/marvel/images/thumbs/wolverine-569.jpg","C$45.55"
"1700700367-1028","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Jubilee","https://www.actionfigure411.com/marvel/marvel-legends-xmen-jubilee-baf-wave-1-price-guide.php","Stryfe","https://www.actionfigure411.com/marvel/marvel-legends-jubilee-stryfe-566.php","Marvel Legends Stryfe Jubilee Build A Figure","Marvel Legends Stryfe Jubilee Build A Figure 
Wielding powerful psionic powers, this evil, time-travelling clone of Nathan Summers nearly eradicated mutant-kind when he unleashed the deadly legacy virus!



Includes head to complete Jubilee Build-A-Figure.","/marvel/images/thumbs/stryfe-566.jpg","C$129.97"
"1700700369-1029","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Jubilee","https://www.actionfigure411.com/marvel/marvel-legends-xmen-jubilee-baf-wave-1-price-guide.php","Storm","https://www.actionfigure411.com/marvel/marvel-legends-jubilee-storm-568.php","Marvel Legends Storm Jubilee Build A Figure","Marvel Legends Storm Jubilee Build A Figure 
Some of your favorite X-Men characters are brought to life in the 6"" scale! Fans of Marvel's merry mutants can add figures of Wolverine, Cyclops, Storm, Magneto and Stryfe to their collections.","/marvel/images/thumbs/storm-568.jpg","C$185.66"
"1700700371-1030","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Jubilee","https://www.actionfigure411.com/marvel/marvel-legends-xmen-jubilee-baf-wave-1-price-guide.php","Magneto","https://www.actionfigure411.com/marvel/marvel-legends-jubilee-magneto-567.php","Marvel Legends Magneto Jubilee Build A Figure","Marvel Legends Magneto Jubilee Build A Figure 
Some of your favorite X-Men characters are brought to life in the 6"" scale! Fans of Marvel's merry mutants can add figures of Wolverine, Cyclops, Storm, Magneto and Stryfe to their collections. Each features a detailed sculpt and comes with accessories.","/marvel/images/thumbs/magneto-567.jpg","C$83.59"
"1700700374-1031","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Jubilee","https://www.actionfigure411.com/marvel/marvel-legends-xmen-jubilee-baf-wave-1-price-guide.php","Jubilee (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-jubilee-jubilee-baf-571.php","Marvel Legends Jubilee (BAF) Jubilee Build A Figure","Marvel Legends Jubilee (BAF) Jubilee Build A Figure 
The complete BAF of Jubilee.","/marvel/images/thumbs/jubilee-baf-571.jpg","C$65.76"
"1700700376-1032","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Jubilee","https://www.actionfigure411.com/marvel/marvel-legends-xmen-jubilee-baf-wave-1-price-guide.php","Cyclops","https://www.actionfigure411.com/marvel/marvel-legends-jubilee-cyclops-570.php","Marvel Legends Cyclops Jubilee Build A Figure","Marvel Legends Cyclops Jubilee Build A Figure 
Cyclops in classic black and red X-Men suit. Scott Summers is the face of a new mutant revolution, but only his closest allies know that he canno longer control his powers.



Includes arm to Jubilee BAF.","/marvel/images/thumbs/cyclops-570.jpg","C$87.36"
"1700700380-1033","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Joe Fixit","https://www.actionfigure411.com/marvel/marvel-legends-avengers-gamerverse-joe-fixit-baf-wave-2-price-guide.php","Thunderstrike","https://www.actionfigure411.com/marvel/marvel-legends-joe-fixit-thunderstrike-1557.php","Marvel Legends Thunderstrike Joe Fixit Build A Figure","Marvel Legends Thunderstrike Joe Fixit Build A Figure 
Kevin Masterson follows in the noble footsteps of his idol Thor—because the world still needs heroes. Includes Head BAF piece to complete Joe Fixit Build a Figure","/marvel/images/thumbs/thunderstrike-1557.jpg","C$26.09"
"1700700382-1034","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Joe Fixit","https://www.actionfigure411.com/marvel/marvel-legends-avengers-gamerverse-joe-fixit-baf-wave-2-price-guide.php","Stealth Captain America","https://www.actionfigure411.com/marvel/marvel-legends-joe-fixit-stealth-captain-america-1560.php","Marvel Legends Stealth Captain America Joe Fixit Build A Figure","Marvel Legends Stealth Captain America Joe Fixit Build A Figure 
Injected with an experimental Super-Soldier Serum, Steve Rogers has the peak potential of strength, endurance, and dexterity. Includes Left Arm BAF part to complete Joe Fixit Build A Figure.","/marvel/images/thumbs/stealth-captain-america-1560.jpg","C$23.50"
"1700700384-1035","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Joe Fixit","https://www.actionfigure411.com/marvel/marvel-legends-avengers-gamerverse-joe-fixit-baf-wave-2-price-guide.php","Kang","https://www.actionfigure411.com/marvel/marvel-legends-joe-fixit-kang-1554.php","Marvel Legends Kang Joe Fixit Build A Figure","Marvel Legends Kang Joe Fixit Build A Figure 
Born in the 31st-century, Kang employs time travel and hyper-sophisticated technology to conquer all of time. Includes Right Leg BAF pieceto complete Joe Fixit Build a Figure","/marvel/images/thumbs/kang-1554.jpg","C$37.08"
"1700700387-1036","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Joe Fixit","https://www.actionfigure411.com/marvel/marvel-legends-avengers-gamerverse-joe-fixit-baf-wave-2-price-guide.php","Joe Fixit (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-joe-fixit-joe-fixit-baf-1559.php","Marvel Legends Joe Fixit (BAF) Joe Fixit Build A Figure","Marvel Legends Joe Fixit (BAF) Joe Fixit Build A Figure 
Joe Fixit, a calculating and manipulative individual fully in control of his senses who worked as a mob enforcer. This Build A Figure can be completed when completing the Avengers Gamerverse series.","/marvel/images/thumbs/joe-fixit-baf-1559.jpg","C$57.20"
