web-scraper-order,web-scraper-start-url,action_figure_link,action_figure_link-href,name,image-src,price,description
"1700691882-276","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Stormtrooper (Jedha Patrol)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/stormtrooper-jedha-patrol-3632.php","Star Wars 6"" Black Series Stormtrooper (Jedha Patrol)","/star-wars/images/thumbs/stormtrooper-jedha-patrol-3632.jpg","C$33.82","Star Wars 6"" Black Series Stormtrooper (Jedha Patrol) 
The Empire occupies Jedha with Stormtroopers, who are elite shock troops loyal to the Empire. A battle between Imperial forces and scattered Rebels carries on in the streets."
"1700691884-277","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Antoc Merrick","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/antoc-merrick-2519.php","Star Wars 6"" Black Series Antoc Merrick","/star-wars/images/thumbs/antoc-merrick-2519.jpg","C$16.29","Star Wars 6"" Black Series Antoc Merrick 
Antoc Merrick commands Yavin 4’s starfighters before the Battle of the Death Star, flying as Blue Leader."
"1700691886-278","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Galen Erso","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/galen-erso-2518.php","Star Wars 6"" Black Series Galen Erso","/star-wars/images/thumbs/galen-erso-2518.jpg","C$14.00","Star Wars 6"" Black Series Galen Erso 
A brilliant scientist, Galen Erso was coerced into using kyber crystals to enhance energy yields –Orson Krennic then weaponized it to create the Death Star’s superlaser.



Galen includes the Death Star plans which he can hold."
"1700691888-279","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Bodhi Rook","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/bodhi-rook-2521.php","Star Wars 6"" Black Series Bodhi Rook","/star-wars/images/thumbs/bodhi-rook-2521.jpg","C$18.21","Star Wars 6"" Black Series Bodhi Rook 
A former Imperial pilot, Bodhi has strong skills that he will put to use for the Rebellion. Ever practical, but highly anxious, Bodhi must gather his courage to bring the battle to the Empire."
"1700691890-280","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Baze Malbus (Rogue One)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/baze-malbus-rogue-one-2520.php","Star Wars 6"" Black Series Baze Malbus (Rogue One)","/star-wars/images/thumbs/baze-malbus-rogue-one-2520.jpg","C$19.86","Star Wars 6"" Black Series Baze Malbus (Rogue One) 
The harsh reality of his Imperial-occupied home world has hardened Baze Malbus into a pragmatic soldier."
"1700691892-281","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Chirrut Imwe","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/chirrut-imwe-2523.php","Star Wars 6"" Black Series Chirrut Imwe","/star-wars/images/thumbs/chirrut-imwe-2523.jpg","null","Star Wars 6"" Black Series Chirrut Imwe 
Deeply spiritual, Chirrut Imwe believes all living things are connected through the Force. Though he lacks Force abilities, this warrior monk has rigorously honed his body through intense physical and mental discipline."
"1700691895-282","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","K-2SO","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/k-2so-2525.php","Star Wars 6"" Black Series K-2SO","/star-wars/images/thumbs/k-2so-2525.jpg","C$26.68","Star Wars 6"" Black Series K-2SO 
A reprogrammed Imperial security droid now loyal to the Alliance, K-2SO is an alarming sight standing within a secret Rebel base."
"1700691897-283","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Captain Cassian Andor","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/captain-cassian-andor-2522.php","Star Wars 6"" Black Series Captain Cassian Andor","/star-wars/images/thumbs/captain-cassian-andor-2522.jpg","C$15.96","Star Wars 6"" Black Series Captain Cassian Andor 
Captain Cassian Andor commands respect from his Rebel troops with his ability to keep a cool head under fire and complete his missions with minimal resource."
"1700691899-284","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jyn Erso","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/jyn-erso-2524.php","Star Wars 6"" Black Series Jyn Erso","/star-wars/images/thumbs/jyn-erso-2524.jpg","C$16.25","Star Wars 6"" Black Series Jyn Erso 
Putting behind a checkered past by lending her skills to a greater cause, Jyn Erso is impetuous, defiant, and eager to bring the battle to the Empire."
"1700691901-285","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Chopper (C1-10P) Repack","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/chopper-c1-10p-repack-7203.php","Star Wars 6"" Black Series Chopper (C1-10P) Repack","/star-wars/images/thumbs/chopper-c1-10p-repack-7203.jpg","C$40.86","Star Wars 6"" Black Series Chopper (C1-10P) Repack 
From Star Wars Rebels comes Star Wars The Black Series 6-Inch Chopper (C1-10P) Action Figure! Complete with blast effects, alternate legs, and amazing detailing, this valued member of the Ghost crew and friend of Ahsoka Tano is ready to take on the Empire... and pretty much everybody else."
"1700691903-286","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Ahsoka Tano (Rebels)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/ahsoka-tano-rebels-1447.php","Star Wars 6"" Black Series Ahsoka Tano (Rebels)","/star-wars/images/thumbs/ahsoka-tano-rebels-1447.jpg","C$31.72","Star Wars 6"" Black Series Ahsoka Tano (Rebels) 
AHSOKA TANO: Ahsoka Tano, a Togruta female, was the Padawan learner to Anakin Skywalker and a hero of the Clone Wars."
"1700691905-287","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Sabine Wren","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/sabine-wren-1446.php","Star Wars 6"" Black Series Sabine Wren","/star-wars/images/thumbs/sabine-wren-1446.jpg","C$81.52","Star Wars 6"" Black Series Sabine Wren 
SABINE WREN: Sabine Wren was a Mandalorian warrior, explosives expert, and talented graffiti artist -- qualities that came in handy as one of the first to rebel against the Empire."
"1700691910-288","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Kanan Jarrus (Rebels)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/kanan-jarrus-rebels-1444.php","Star Wars 6"" Black Series Kanan Jarrus (Rebels)","/star-wars/images/thumbs/kanan-jarrus-rebels-1444.jpg","C$70.65","Star Wars 6"" Black Series Kanan Jarrus (Rebels) 
KANAN JARRUS: Not every Jedi perished in Order 66. Kanan Jarrus survived the Emperor’s purge, going underground for years and hiding the truth about who he really was."
"1700691912-289","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Ezra Bridger","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/ezra-bridger-1443.php","Star Wars 6"" Black Series Ezra Bridger","/star-wars/images/thumbs/ezra-bridger-1443.jpg","C$52.65","Star Wars 6"" Black Series Ezra Bridger 
EZRA BRIDGER: With his introduction to the Ghost crew, a small band of Rebels fighting back against the Empire, Ezra Bridger came to believe that he could help change the galaxy for the better."
"1700691914-290","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Chopper","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/chopper-1442.php","Star Wars 6"" Black Series Chopper","/star-wars/images/thumbs/chopper-1442.jpg","null","Star Wars 6"" Black Series Chopper 
CHOPPER (C1-10P): Chopper is the resident droid of the Ghost, assisting the crew in everything from ship maintenance to combat, even though he doesn’t always want to."
"1700691916-291","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Garazeb (Zeb) Orrelios (Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/garazeb-zeb-orrelios-deluxe-1441.php","Star Wars 6"" Black Series Garazeb (Zeb) Orrelios (Deluxe)","/star-wars/images/thumbs/garazeb-zeb-orrelios-deluxe-1441.jpg","C$41.48","Star Wars 6"" Black Series Garazeb (Zeb) Orrelios (Deluxe) 
Meet the muscle of the Ghost team. Garazeb ""Zeb"" Orrelios was a cunning Lasat Honor Guard who adopted the cause of rebellion against the Empire!"
"1700691918-292","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi-Wan Kenobi (Jedi Legend)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/obi-wan-kenobi-jedi-legend-6887.php","Star Wars 6"" Black Series Obi-Wan Kenobi (Jedi Legend)","/star-wars/images/thumbs/obi-wan-kenobi-jedi-legend-6887.jpg","C$62.24","Star Wars 6"" Black Series Obi-Wan Kenobi (Jedi Legend) 
Emerging from his darkest days stronger and more hopeful than ever, Obi-Wan Kenobi looks towards the future and fulfilling his obligation to steward the Skywalker legacy.



Includes lightsaber and two accessories."
"1700691921-293","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Qui-Gon Jinn (Force Spirit)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/qui-gon-jinn-force-spirit-6886.php","Star Wars 6"" Black Series Qui-Gon Jinn (Force Spirit)","/star-wars/images/thumbs/qui-gon-jinn-force-spirit-6886.jpg","C$59.50","Star Wars 6"" Black Series Qui-Gon Jinn (Force Spirit) 
At the end of Obi-Wan Kenobi’s long journey, he encounters the spirit of his old friend and mentor: venerable Jedi Master and student of the living Force, Qui-Gon Jinn."
"1700691923-294","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Vader (Duel's End)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/darth-vader-duels-end-6882.php","Star Wars 6"" Black Series Darth Vader (Duel's End)","/star-wars/images/thumbs/darth-vader-duels-end-6882.jpg","C$61.07","Star Wars 6"" Black Series Darth Vader (Duel's End) 
As the momentous battle between Darth Vader and Obi-Wan Kenobi nears its end, Kenobi peers past the armored visage of his former apprentice to see what Anakin Skywalker has become.



Includes lightsaber."
"1700691925-295","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Commander Appo","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/commander-appo-6881.php","Star Wars 6"" Black Series Commander Appo","/star-wars/images/thumbs/commander-appo-6881.jpg","C$52.98","Star Wars 6"" Black Series Commander Appo 
A Clone Trooper in service to the Galactic Republic, Appo participated in several critical battles against the Separatists. He accompanied Anakin Skywalker to Coruscant’s Jedi Temple as part of Order 66.



Includes removable helmet and two laser rifles."
"1700691927-296","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Tala (Imperial Officer)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/tala-imperial-officer-4336.php","Star Wars 6"" Black Series Tala (Imperial Officer)","/star-wars/images/thumbs/tala-imperial-officer-4336.jpg","C$29.31","Star Wars 6"" Black Series Tala (Imperial Officer) 
Tala (Imperial Officer) action figure is inspired by the character in Star Wars: Obi-Wan Kenobi. Obi-Wan Kenobi is set years after the dramatic events of Star Wars: Revenge of the Sith where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader."
"1700691929-297","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Fourth Sister (Inquisitor)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/fourth-sister-inquisitor-4268.php","Star Wars 6"" Black Series Fourth Sister (Inquisitor)","/star-wars/images/thumbs/fourth-sister-inquisitor-4268.jpg","C$35.08","Star Wars 6"" Black Series Fourth Sister (Inquisitor) 
Star Wars Black Series Fourth Sister (Inquisitor)."
"1700691931-298","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi-Wan Kenobi (Jabiim)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/obi-wan-kenobi-jabiim-4326.php","Star Wars 6"" Black Series Obi-Wan Kenobi (Jabiim)","/star-wars/images/thumbs/obi-wan-kenobi-jabiim-4326.jpg","C$32.46","Star Wars 6"" Black Series Obi-Wan Kenobi (Jabiim) 
Obi-Wan Kenobi (Jabiim): Obi-Wan Kenobi is set years after the dramatic events of Star Wars: Revenge of the Sith where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader."
"1700691933-299","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","NED-B (Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/ned-b-deluxe-4317.php","Star Wars 6"" Black Series NED-B (Deluxe)","/star-wars/images/thumbs/ned-b-deluxe-4317.jpg","C$28.12","Star Wars 6"" Black Series NED-B (Deluxe) 
Obi-Wan Kenobi is set years after the dramatic events of Star Wars: Revenge of the Sith where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader"
"1700691936-300","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Grand Inquisitor","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/grand-inquisitor-4265.php","Star Wars 6"" Black Series Grand Inquisitor","/star-wars/images/thumbs/grand-inquisitor-4265.jpg","C$27.57","Star Wars 6"" Black Series Grand Inquisitor 
Star Wars Black Series Grand Inquisitor revealed at Star Wars Celebration. The Grand Inquisitor was a skilled warrior and a ruthless enforcer of the Empire's will. He was also a master of psychological manipulation, using his words to weaken his opponents and break their spirits.



In Obi-Wan Kenobi, the Grand Inquisitor is tasked with hunting down Obi-Wan himself. He believes that Obi-Wan is the key to finding and destroying the remaining Jedi, and he is determined to bring him to justice."
"1700691938-301","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","1-JAC","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/1-jac-4335.php","Star Wars 6"" Black Series 1-JAC","/star-wars/images/thumbs/1-jac-4335.jpg","C$15.54","Star Wars 6"" Black Series 1-JAC 
1-JAC was a LOM-series protocol droid that worked as a bounty hunter during the reign of the Galactic Empire. He was introduced in the Disney+ series Obi-Wan Kenobi, where he was portrayed by Chris Bartlett and voiced by David W. Collins.



In the series, 1-JAC is tasked with hunting down Obi-Wan Kenobi on the planet Daiyu. He eventually tracks Kenobi down to a rooftop, where he opens fire on the Jedi Master with two blaster pistols. Kenobi manages to escape, but 1-JAC follows him and his companion, Princess Leia Organa, to a nearby spaceport."
"1700691940-302","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Purge Trooper (Phase II Armor)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/purge-trooper-phase-ii-armor-4334.php","Star Wars 6"" Black Series Purge Trooper (Phase II Armor)","/star-wars/images/thumbs/purge-trooper-phase-ii-armor-4334.jpg","C$47.80","Star Wars 6"" Black Series Purge Trooper (Phase II Armor) 
Purge Troopers (Phase II Armor) were elite soldiers of the Galactic Empire who were trained to hunt down and eliminate Jedi. They were equipped with specialized armor and weapons that were designed to give them an edge in combat against their Force-wielding opponents.



The Phase II Purge Trooper armor was a significant departure from the original Phase I armor. It was more stylized and resembled standard stormtrooper armor, but it was also more heavily armored and resistant to lightsaber strikes. The armor was black with red eye visors, a black kama with red lining, and a red pauldron."
"1700691942-303","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Ben Kenobi (Tibidon Station)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/ben-kenobi-tibidon-station-4292.php","Star Wars 6"" Black Series Ben Kenobi (Tibidon Station)","/star-wars/images/thumbs/ben-kenobi-tibidon-station-4292.jpg","C$26.01","Star Wars 6"" Black Series Ben Kenobi (Tibidon Station) 
Star Wars Black Series Obi-Wan Kenobi (Tibidon Station). OBI-WAN KENOBI is set years after the dramatic events of STAR WARS: REVENGE OF THE SITH where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader. Exclusive to Target."
"1700691944-304","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Teeka (Jawa)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/teeka-jawa-4327.php","Star Wars 6"" Black Series Teeka (Jawa)","/star-wars/images/thumbs/teeka-jawa-4327.jpg","C$23.65","Star Wars 6"" Black Series Teeka (Jawa) 
The 6-inch-scale Black Series figure is detailed to look like the Teeka (Jawa) character from Star Wars: Obi-Wan Kenobi), with premium detail and multiple points of articulation. Available for pre-order June 30th at 1PM ET exclusively at Target."
"1700691946-305","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Fifth Brother (Inquisitor)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/fifth-brother-inquisitor-4266.php","Star Wars 6"" Black Series Fifth Brother (Inquisitor)","/star-wars/images/thumbs/fifth-brother-inquisitor-4266.jpg","C$23.83","Star Wars 6"" Black Series Fifth Brother (Inquisitor) 
Star Wars Black Series Fifth Brother (Inquisitor) revealed at Star Wars Celebration."
"1700691949-306","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Reva (Third Sister)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/reva-third-sister-4261.php","Star Wars 6"" Black Series Reva (Third Sister)","/star-wars/images/thumbs/reva-third-sister-4261.jpg","C$21.98","Star Wars 6"" Black Series Reva (Third Sister) 
REVA (THIRD SISTER): Obi-Wan Kenobi is set years after the dramatic events of Star Wars: Revenge of the Sith where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader"
"1700691951-307","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Vader (Obi-Wan Kenobi)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/darth-vader-obi-wan-kenobi-4291.php","Star Wars 6"" Black Series Darth Vader (Obi-Wan Kenobi)","/star-wars/images/thumbs/darth-vader-obi-wan-kenobi-4291.jpg","C$52.29","Star Wars 6"" Black Series Darth Vader (Obi-Wan Kenobi) 
Star Wars Black Series Darth Vader as part of the Obi-Wan Kenobi live action series."
"1700691953-308","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi-Wan Kenobi (Wandering Jedi)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/obi-wan-kenobi-wandering-jedi-4188.php","Star Wars 6"" Black Series Obi-Wan Kenobi (Wandering Jedi)","/star-wars/images/thumbs/obi-wan-kenobi-wandering-jedi-4188.jpg","C$23.51","Star Wars 6"" Black Series Obi-Wan Kenobi (Wandering Jedi) 
Obi-Wan Kenobi is set years after the dramatic events of Star Wars: Revenge of the Sith where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader"
"1700691955-309","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","R5-D4 (Mandalorian)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/r5-d4-mandalorian-6432.php","Star Wars 6"" Black Series R5-D4 (Mandalorian)","/star-wars/images/thumbs/r5-d4-mandalorian-6432.jpg","null","Star Wars 6"" Black Series R5-D4 (Mandalorian) 
A battered astromech droid, R5-D4 has had a long operational span bouncing around various owners on Tatooine for decades. Now, he resides in Docking 3-5 of Mos Eisley Spaceport in Peli Motto's employ."
"1700691957-310","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Mandalorian Fleet Commander","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/mandalorian-fleet-commander-6443.php","Star Wars 6"" Black Series Mandalorian Fleet Commander","/star-wars/images/thumbs/mandalorian-fleet-commander-6443.jpg","null","Star Wars 6"" Black Series Mandalorian Fleet Commander 
The Mandalorian crosses paths with old allies – and makes new enemies -- as he and Grogu continue their journey together.



Includes 3 accessories, including a blaster accessory."
"1700691959-311","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Mandalorian (Mines of Mandalore)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/the-mandalorian-mines-of-mandalore-7457.php","Star Wars 6"" Black Series The Mandalorian (Mines of Mandalore)","/star-wars/images/thumbs/the-mandalorian-mines-of-mandalore-7457.jpg","null","Star Wars 6"" Black Series The Mandalorian (Mines of Mandalore) 
Reunited with Grogu, Mandalorian (Mines of Mandalore) bounty hunter Din Djarin undertakes a new quest to reclaim a place in Mandalorian society as his scattered people unite to take a stand against the Imperial remnant. This figure comes with the iconic Darksaber as well as knife and blaster accessories."
"1700691962-312","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Paz Vizsla","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/paz-vizsla-7462.php","Star Wars 6"" Black Series Paz Vizsla","/star-wars/images/thumbs/paz-vizsla-7462.jpg","null","Star Wars 6"" Black Series Paz Vizsla 
Paz Vizsla comes with a jetpack with an attached blaster that can be removed and used as a separate accessory. A descendant of the esteemed House Vizsla, brawny warrior Paz Vizsla is protected by the strongest beskar armor.



This is reissued release of the Deluxe version released in 2021."
"1700691964-313","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","R4-6D0","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/r4-6d0-7459.php","Star Wars 6"" Black Series R4-6D0","/star-wars/images/thumbs/r4-6d0-7459.jpg","null","Star Wars 6"" Black Series R4-6D0 
The Black Series R4-6D0 action figure, inspired by the character’s appearance in the third season of STAR WARS: THE MANDALORIAN. With Nevarro under siege by pirates, Greef Karga uses his trusted astromech droid R4-6D0 to send a plea for help to New Republic pilot Carson Teva. R4-6D0 will feature an opening chest piece to revealing at least 4 droid tools and an extending third leg.



Available for pre-order Spring 2024 exclusively at Walmart as part of Walmart Collector Con."
"1700691966-314","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","R2-D2 (The Mandalorian)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/r2-d2-the-mandalorian-6954.php","Star Wars 6"" Black Series R2-D2 (The Mandalorian)","/star-wars/images/thumbs/r2-d2-the-mandalorian-6954.jpg","C$45.26","Star Wars 6"" Black Series R2-D2 (The Mandalorian) 
This collectible Black Series figure is detailed to look like the R2-D2 (Artoo-Detoo) character from the Star Wars: The Mandalorian live-action series on Disney+, featuring premium detail and multiple points of articulation."
"1700691968-315","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Din Djarin (Morak)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/din-djarin-morak-5450.php","Star Wars 6"" Black Series Din Djarin (Morak)","/star-wars/images/thumbs/din-djarin-morak-5450.jpg","C$29.52","Star Wars 6"" Black Series Din Djarin (Morak) 
To go behind enemy lines, the Mandalorian must disguise himself. He finds a solution that allows him to follow the Way and not reveal his face: an Imperial combat driver uniform."
"1700691970-316","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Luke Skywalker (Imperial Light Cruiser)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/luke-skywalker-imperial-light-cruiser-4600.php","Star Wars 6"" Black Series Luke Skywalker (Imperial Light Cruiser)","/star-wars/images/thumbs/luke-skywalker-imperial-light-cruiser-4600.jpg","C$38.79","Star Wars 6"" Black Series Luke Skywalker (Imperial Light Cruiser) 
When The Mandalorian embarks on a mission to save Grogu from Moff Gideon, he receives unexpected help in the form of Luke Skywalker."
"1700691972-317","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","HK-87","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/hk-87-4599.php","Star Wars 6"" Black Series HK-87","/star-wars/images/thumbs/hk-87-4599.jpg","C$30.27","Star Wars 6"" Black Series HK-87 
Based on an antiquated assassin droid design, a pair of HK droids serve as bodyguards for the Magistrate Morgan Elsbeth on the world of Corvus."
"1700691975-318","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Dark Trooper (Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/dark-trooper-deluxe-3946.php","Star Wars 6"" Black Series Dark Trooper (Deluxe)","/star-wars/images/thumbs/dark-trooper-deluxe-3946.jpg","C$27.73","Star Wars 6"" Black Series Dark Trooper (Deluxe) 
Hulking Imperial combat droids with gleaming black armor and powerful jet boots, the Dark Troopers are a powerful design."
"1700691977-319","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Migs Mayfeld","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/migs-mayfeld-4598.php","Star Wars 6"" Black Series Migs Mayfeld","/star-wars/images/thumbs/migs-mayfeld-4598.jpg","C$21.88","Star Wars 6"" Black Series Migs Mayfeld 
A hot-headed ex-Imperial sharpshooter, Migs Mayfeld was once the smart-mouthed leader of a gang of criminals."
"1700691979-320","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Grogu","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/grogu-4597.php","Star Wars 6"" Black Series Grogu","/star-wars/images/thumbs/grogu-4597.jpg","C$20.90","Star Wars 6"" Black Series Grogu 
A mysterious alien pursued by bounty hunters on behalf of Imperial interests."
"1700691981-321","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Axe Woves","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/axe-woves-4612.php","Star Wars 6"" Black Series Axe Woves","/star-wars/images/thumbs/axe-woves-4612.jpg","C$32.23","Star Wars 6"" Black Series Axe Woves 
A skilled warrior, Axe Woves is loyal to Bo-Katan and is a member of a band of Clan Kryze Mandalorians striking back at the Imperial remnant.



Includes removable helmet, jetpack and blaster."
"1700691983-322","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Magistrate Greef Karga","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/magistrate-greef-karga-4278.php","Star Wars 6"" Black Series Magistrate Greef Karga","/star-wars/images/thumbs/magistrate-greef-karga-4278.jpg","C$20.47","Star Wars 6"" Black Series Magistrate Greef Karga 
Once an expeditor for the Bounty Hunters Guild, Greef Karga ran the trade on Nevarro. Now Magistrate of Nevarro, Greef is cleaning up that rough-and-tumble world."
"1700691985-323","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","New Republic Security Droid","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/new-republic-security-droid-4176.php","Star Wars 6"" Black Series New Republic Security Droid","/star-wars/images/thumbs/new-republic-security-droid-4176.jpg","C$20.86","Star Wars 6"" Black Series New Republic Security Droid 
The New Republic used these security droids for protection and combat, including aboard high-security correctional transports like the one The Mandalorian boarded in an effort to rescue the prisoner Qin."
"1700691987-324","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Boba Fett (Tython - Jedi Ruins - Deluxe)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/boba-fett-tython-jedi-ruins-deluxe-3948.php","Star Wars 6"" Black Series Boba Fett (Tython - Jedi Ruins - Deluxe)","/star-wars/images/thumbs/boba-fett-tython-jedi-ruins-deluxe-3948.jpg","C$43.41","Star Wars 6"" Black Series Boba Fett (Tython - Jedi Ruins - Deluxe) 
Once regarded as one of the most fearsome and capable bounty hunters in the galaxy, Boba Fett seemingly met his demise in the Sarlacc pit on Tatooine. A survivor to his core, Fett lived to fight another day"
"1700691990-325","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Death Watch Mandalorian","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/death-watch-mandalorian-3915.php","Star Wars 6"" Black Series Death Watch Mandalorian","/star-wars/images/thumbs/death-watch-mandalorian-3915.jpg","C$26.83","Star Wars 6"" Black Series Death Watch Mandalorian 
An extremist clan that attempted to take over Mandalore during the Clone Wars, Death Watch Mandalorians are tenacious warriors embracing ancient traditions of their people."
"1700691992-326","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","The Client","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/the-client-3629.php","Star Wars 6"" Black Series The Client","/star-wars/images/thumbs/the-client-3629.jpg","C$16.44","Star Wars 6"" Black Series The Client 
A mysterious Imperial who keeps a low profile in a safehouse on Nevarro, the Client is the face behind an otherwise faceless bounty, an off-the-record assignment with a high value."
"1700691994-327","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Ahsoka Tano (Corvus)","https://www.actionfigure411.com/star-wars/6-black-series/galaxy/ahsoka-tano-corvus-3914.php","Star Wars 6"" Black Series Ahsoka Tano (Corvus)","/star-wars/images/thumbs/ahsoka-tano-corvus-3914.jpg","C$25.30","Star Wars 6"" Black Series Ahsoka Tano (Corvus) 
A Clone Wars veteran and now wandering Jedi, Ahsoka Tano forges her own path in the galaxy, righting injustices that she discovers."
